id,Title,Authors,id_original,Title_original,Raphael - Classification ,Raphael - Justification ,Guilherme - Classication,Guilherme - Justification,Final Classification
419,Advances and open problems in federated learning,Kairouz P.; McMahan H.B.; Avent B.; Bellet A.; Bennis M.; Bhagoji A.N.; Bonawitz K.; Charles Z.; Cormode G.; Cummings R.; D'Oliveira R.G.L.; Eichner H.; El Rouayheb S.; Evans D.; Gardner J.; Garrett Z.; Gascón A.; Ghazi B.; Gibbons P.B.; Gruteser M.; Harchaoui Z.; He C.; He L.; Huo Z.; Hutchinson B.; Hsu J.; Jaggi M.; Javidi T.; Joshi G.; Khodak M.; Konecní J.; Korolova A.; Koushanfar F.; Koyejo S.; Lepoint T.; Liu Y.; Mittal P.; Mohri M.; Nock R.; Özgür A.; Pagh R.; Qi H.; Ramage D.; Raskar R.; Raykova M.; Song D.; Song W.; Stich S.U.; Sun Z.; Suresh A.T.; Tramèr F.; Vepakomma P.; Wang J.; Xiong L.; Xu Z.; Yang Q.; Yu F.X.; Yu H.; Zhao S.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
420,Robustness may be at odds with accuracy,Tsipras D.; Santurkar S.; Engstrom L.; Turner A.; Madry A.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
421,Countering adversarial images using input transformations,Guo C.; Rana M.; Cissé M.; Van Der Maaten L.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
422,Privacy in pharmacogenetics: An end-to-end case study of personalized warfarin dosing,Fredrikson M.; Lantz E.; Jha S.; Lin S.; Page D.; Ristenpart T.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
423,Artificial intelligence techniques in smart grid: A survey,Omitaomu O.A.; Niu H.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
424,CRYPTEN: Secure Multi-Party Computation Meets Machine Learning,Knott B.; Venkataraman S.; Hannun A.; Sengupta S.; Ibrahim M.; van der Maaten L.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
425,Unlabeled data improves adversarial robustness,Carmon Y.; Raghunathan A.; Schmidt L.; Liang P.; Duchi J.C.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
426,WHY ADVERSARIAL TRAINING CAN HURT ROBUST ACCURACY,Clarysse J.; Hörrmann J.; Yang F.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
427,Improving Adversarial Robustness via Promoting Ensemble Diversity,Pang T.; Xu K.; Du C.; Chen N.; Zhu J.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
428,Vulnerability in deep transfer learning models to adversarial fast gradient sign attack for covid-19 prediction from chest radiography images,Pal B.; Gupta D.; Rashed-Al-mahfuz M.; Alyami S.A.; Moni M.A.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
429,Differential Privacy for Data and Model Publishing of Medical Data,Sun Z.; Wang Y.; Shu M.; Liu R.; Zhao H.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
430,Privacy-preserving self-serviced medical diagnosis scheme based on secure multi-party computation,Li D.; Liao X.; Xiang T.; Wu J.; Le J.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
431,MASSIVE: A 1M-Example Multilingual Natural Language Understanding Dataset with 51 Typologically-Diverse Languages,FitzGerald J.; Hench C.; Peris C.; Mackie S.; Rottmann K.; Sanchez A.; Nash A.; Urbach L.; Kakarala V.; Singh R.; Ranganath S.; Crist L.; Britan M.; Leeuwis W.; Tur G.; Natarajan P.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
432,Stealing machine learning models via prediction APIs,Tramèr F.; Zhang F.; Juels A.; Reiter M.K.; Ristenpart T.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
433,An Analysis of Adversarial Attacks and Defenses on Autonomous Driving Models,Deng Y.; Zheng X.; Zhang T.; Chen C.; Lou G.; Kim M.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
434,Non-intrusive Load Monitoring approaches for disaggregated energy sensing: A survey,Zoha A.; Gluhak A.; Imran M.A.; Rajasegarar S.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
435,Black-box adversarial transferability: An empirical study in cybersecurity perspective,Roshan K.; Zafar A.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
436,RobustBench: a standardized adversarial robustness benchmark,Croce F.; Andriushchenko M.; Sehwag V.; Debenedetti E.; Flammarion N.; Chiang M.; Mittal P.; Hein M.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
437,Reluplex: An efficient smt solver for verifying deep neural networks,Katz G.; Barrett C.; Dill D.L.; Julian K.; Kochenderfer M.J.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
438,A kernelized manifold mapping to diminish the effect of adversarial perturbations,Taghanaki S.A.; Abhishek K.; Azizi S.; Hamarneh G.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
439,MagNet: A Two-Pronged defense against adversarial examples,Meng D.; Chen H.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
440,HopSkipJumpAttack: A query-efficient decision-based attack,Chen J.; Jordan M.I.; Wainwright M.J.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
441,Avoiding Occupancy Detection from Smart Meter Using Adversarial Machine Learning,Yilmaz I.; Siraj A.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
442,Universal adversarial perturbations,Moosavi-Dezfooli S.-M.; Fawzi A.; Fawzi O.; Frossard P.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
443,You autocomplete me: Poisoning vulnerabilities in neural code completion,Schuster R.; Song C.; Tromer E.; Shmatikov V.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
444,Transfer Learning for Day-Ahead Load Forecasting: A Case Study on European National Electricity Demand Time Series,Tzortzis A.M.; Pelekis S.; Spiliotis E.; Karakolis E.; Mouzakitis S.; Psarras J.; Askounis D.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
445,A Comprehensive Survey on Poisoning Attacks and Countermeasures in Machine Learning,Tian Z.; Cui L.; Liang J.; Yu S.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
446,Secure and Robust Machine Learning for Healthcare: A Survey,Qayyum A.; Qadir J.; Bilal M.; Al-Fuqaha A.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
447,A closer look at accuracy vs. robustness,Yang Y.-Y.; Rashtchian C.; Zhang H.; Salakhutdinov R.; Chaudhuri K.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
448,The future of digital health with federated learning,Rieke N.; Hancox J.; Li W.; Milletarì F.; Roth H.R.; Albarqouni S.; Bakas S.; Galtier M.N.; Landman B.A.; Maier-Hein K.; Ourselin S.; Sheller M.; Summers R.M.; Trask A.; Xu D.; Baust M.; Cardoso M.J.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
449,DeepFool: A Simple and Accurate Method to Fool Deep Neural Networks,Moosavi-Dezfooli S.-M.; Fawzi A.; Frossard P.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
450,Privacy-Preserving Data Communication Through Secure Multi-Party Computation in Healthcare Sensor Cloud,Tso R.; Alelaiwi A.; Mizanur Rahman S.M.; Wu M.-E.; Hossain M.S.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
451,Adversarial robustness through local linearization,Qin C.; Martens J.; Gowal S.; Krishnan D.; Dvijotham K.; Fawzi A.; De S.; Stanforth R.; Kohli P.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
452,Medical imaging deep learning with differential privacy,Ziller A.; Usynin D.; Braren R.; Makowski M.; Rueckert D.; Kaissis G.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
453,APE-GAN: Adversarial Perturbation Elimination with GAN,Jin G.; Shen S.; Zhang D.; Dai F.; Zhang Y.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
454,ZOO: Zeroth order optimization based black-box atacks to deep neural networks without training substitute models,Chen P.-Y.; Zhang H.; Sharma Y.; Yi J.; Hsieh C.-J.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
455,Federated Learning for Breast Density Classification: A Real-World Implementation,Roth H.R.; Chang K.; Singh P.; Neumark N.; Li W.; Gupta V.; Gupta S.; Qu L.; Ihsani A.; Bizzo B.C.; Wen Y.; Buch V.; Shah M.; Kitamura F.; Mendonça M.; Lavor V.; Harouni A.; Compas C.; Tetreault J.; Dogra P.; Cheng Y.; Erdal S.; White R.; Hashemian B.; Schultz T.; Zhang M.; McCarthy A.; Yun B.M.; Sharaf E.; Hoebel K.V.; Patel J.B.; Chen B.; Ko S.; Leibovitz E.; Pisano E.D.; Coombs L.; Xu D.; Dreyer K.J.; Dayan I.; Naidu R.C.; Flores M.; Rubin D.; Kalpathy-Cramer J.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
456,Countering Adversarial Attacks on Autonomous Vehicles Using Denoising Techniques: A Review,Kloukiniotis A.; Papandreou A.; Lalos A.; Kapsalas P.; Nguyen D.-V.; Moustakas K.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
457,"Identifying Appropriate Intellectual Property Protection Mechanisms for Machine Learning Models: A Systematization of Watermarking, Fingerprinting, Model Access, and Attacks",Lederer I.; Mayer R.; Rauber A.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
458,THE I-NERGY REFERENCE ARCHITECTURE FOR THE PROVISION OF NEXT GENERATION ENERGY SERVICES THROUGH ARTIFICIAL INTELLIGENCE,Karakolis E.; Pelekis S.; Mouzakitis S.; Kormpakis G.; Michalakopoulos V.; Psarras J.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
459,How To Backdoor Federated Learning,Bagdasaryan E.; Veit A.; Hua Y.; Estrin D.; Shmatikov V.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
460,"Differential Privacy Preservation in Deep Learning: Challenges, Opportunities and Solutions",Zhao J.; Chen Y.; Zhang W.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
461,Training language models to follow instructions with human feedback,Ouyang L.; Wu J.; Jiang X.; Almeida D.; Wainwright C.L.; Mishkin P.; Zhang C.; Agarwal S.; Slama K.; Ray A.; Schulman J.; Hilton J.; Kelton F.; Miller L.; Simens M.; Askell A.; Welinder P.; Christiano P.; Leike J.; Lowe R.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
462,Backdoor Attacks on Pre-trained Models by Layerwise Weight Poisoning,Li L.; Song D.; Li X.; Zeng J.; Ma R.; Qiu X.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
463,The MNIST database of handwritten digit images for machine learning research,Deng L.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
464,Adversarial example defenses: Ensembles of weak defenses are not strong,He W.; Wei J.; Chen X.; Carlini N.; Song D.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
465,Systematic review of energy theft practices and autonomous detection through artificial intelligence methods,Stracqualursi E.; Rosato A.; Di Lorenzo G.; Panella M.; Araneo R.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
466,A Survey of Privacy Attacks in Machine Learning,Rigaki M.; Garcia S.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
467,ONION: A Simple and Effective Defense Against Textual Backdoor Attacks,Qi F.; Chen Y.; Li M.; Yao Y.; Liu Z.; Sun M.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
468,Realistic adversarial data augmentation for mr image segmentation,Chen C.; Qin C.; Qiu H.; Ouyang C.; Wang S.; Chen L.; Tarroni G.; Bai W.; Rueckert D.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
469,Reliable Evaluation of Adversarial Robustness with an Ensemble of Diverse Parameter-free Attacks,Croce F.; Hein M.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
470,Thermometer encoding: One hot way to resist adversarial examples,Buckman J.; Roy A.; Raffel C.; Goodfellow I.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
471,Using Pre-Training Can Improve Model Robustness and Uncertainty,Hendrycks D.; Lee K.; Mazeika M.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
472,Is Machine Learning in Power Systems Vulnerable?,Chen Y.; Tan Y.; Deka D.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
473,PhysGAN: Generating Physical-World-Resilient Adversarial Examples for Autonomous Driving,Kong Z.; Guo J.; Li A.; Liu C.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
474,Certified Adversarial Robustness via Randomized Smoothing,Cohen J.; Rosenfeld E.; Kolter J.Z.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
475,Poisoning Language Models During Instruction Tuning,Wan A.; Wallace E.; Shen S.; Klein D.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
476,"Data Security, Integrity, and Protection",Nadji B.(.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
477,Analysis of Adversarial Attacks on Skin Cancer Recognition,Huq A.; Pervin T.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
478,Towards deep learning models resistant to adversarial attacks,Madry A.; Makelov A.; Schmidt L.; Tsipras D.; Vladu A.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
479,A comparative assessment of deep learning models for day-ahead load forecasting: Investigating key accuracy drivers,Pelekis S.; Seisopoulos I.-K.; Spiliotis E.; Pountridis T.; Karakolis E.; Mouzakitis S.; Askounis D.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
480,A Review and Comparative Study on Probabilistic Object Detection in Autonomous Driving,Feng D.; Harakeh A.; Waslander S.L.; Dietmayer K.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
481,DeepTSF: Codeless machine learning operations for time series forecasting,Pelekis S.; Pountridis T.; Kormpakis G.; Lampropoulos G.; Karakolis E.; Mouzakitis S.; Askounis D.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
482,Accessorize to a crime: Real and stealthy attacks on state-of-the-art face recognition,Sharif M.; Bhagavatula S.; Bauer L.; Reiter M.K.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
483,Model inversion attacks against collaborative inference,He Z.; Zhang T.; Lee R.B.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
484,SEAT: Similarity Encoder by Adversarial Training for Detecting Model Extraction Attack Queries,Zhang Z.; Chen Y.; Wagner D.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
485,Black-box adversarial attacks against image quality assessment models,Ran Y.; Zhang A.-X.; Li M.; Tang W.; Wang Y.-G.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
486,Memguard: Defending against black-box membership inference attacks via adversarial examples,Jia J.; Salem A.; Backes M.; Zhang Y.; Gong N.Z.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
487,Weight poisoning attacks on pre-trained models,Kurita K.; Michel P.; Neubig G.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
488,End-to-end privacy preserving deep learning on multi-institutional medical imaging,"Kaissis G.; Ziller A.; Passerat-Palmbach J.; Ryffel T.; Usynin D.; Trask A.; Lima I., Jr.; Mancuso J.; Jungmann F.; Steinborn M.-M.; Saleh A.; Makowski M.; Rueckert D.; Braren R.",24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
489,Demystifying Membership Inference Attacks in Machine Learning as a Service,Truex S.; Liu L.; Gursoy M.E.; Yu L.; Wei W.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
490,Robust Physical-World Attacks on Deep Learning Visual Classification,Eykholt K.; Evtimov I.; Fernandes E.; Li B.; Rahmati A.; Xiao C.; Prakash A.; Kohno T.; Song D.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
491,Adversarial machine learning at scale,Kurakin A.; Goodfellow I.J.; Bengio S.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
492,Synthesizing Robust Adversarial Examples,Athalye A.; Engstrom L.; Ilyas A.; Kwok K.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
493,Evaluating the robustness of neural networks: An extreme value theory approach,Weng T.-W.; Zhang H.; Chen P.-Y.; Yi J.; Su D.; Gao Y.; Hsieh C.-J.; Daniel L.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
494,Disabling Backdoor and Identifying Poison Data by using Knowledge Distillation in Backdoor Attacks on Deep Neural Networks,Yoshida K.; Fujino T.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
495,Improved OOD Generalization via Adversarial Training and Pre-training,Yi M.; Hou L.; Sun J.; Shang L.; Jiang X.; Liu Q.; Ma Z.-M.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
496,Distillation as a Defense to Adversarial Perturbations Against Deep Neural Networks,Papernot N.; McDaniel P.; Wu X.; Jha S.; Swami A.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
497,Towards proving the adversarial robustness of deep neural networks,Katz G.; Barrett C.; Dill D.L.; Julian K.; Kochenderfer M.J.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
498,SoK: Security and Privacy in Machine Learning,Papernot N.; McDaniel P.; Sinha A.; Wellman M.P.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
499,On the vulnerability of face verification systems to hill-climbing attacks,Galbally J.; McCool C.; Fierrez J.; Marcel S.; Ortega-Garcia J.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
500,Backdoor Attacks in Neural Networks – A Systematic Evaluation on Multiple Traffic Sign Datasets,Rehman H.; Ekelhart A.; Mayer R.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
501,Adversarial examples are not easily detected: Bypassing ten detection methods,Carlini N.; Wagner D.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
502,Adversarial GLUE: A Multi-Task Benchmark for Robustness Evaluation of Language Models,Wang B.; Xu C.; Wang S.; Gan Z.; Cheng Y.; Gao J.; Awadallah A.H.; Li B.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
503,Decision-based adversarial attacks: Reliable attacks against black-box machine learning models,Brendel W.; Rauber J.; Bethge M.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
504,Generating adversarial examples with adversarial networks,Xiao C.; Li B.; Zhu J.-Y.; He W.; Liu M.; Song D.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
505,"Adversarial attacks and defenses for large language models (LLMs): methods, frameworks & challenges",Kumar P.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
506,A simple unified framework for detecting out-of-distribution samples and adversarial attacks,Lee K.; Lee K.; Lee H.; Shin J.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
507,Adversarial perturbation on MRI modalities in brain tumor segmentation,Cheng G.; Ji H.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
508,Securing Connected Autonomous Vehicles: Challenges Posed by Adversarial Machine Learning and the Way Forward,Qayyum A.; Usama M.; Qadir J.; Al-Fuqaha A.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
509,Theoretically Principled Trade-off between Robustness and Accuracy,Zhang H.; Yu Y.; Jiao J.; Xing E.P.; Ghaoui L.E.; Jordan M.I.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
510,Defense Against Adversarial Attacks Using High-Level Representation Guided Denoiser,Liao F.; Liang M.; Dong Y.; Pang T.; Hu X.; Zhu J.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
511,Trojan attack on deep generative models in autonomous driving,Ding S.; Tian Y.; Xu F.; Li Q.; Zhong S.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
512,Cybersecurity of Autonomous Vehicles: A Systematic Literature Review of Adversarial Attacks and Defense Models,Girdhar M.; Hong J.; Moore J.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
513,Controlling neural level sets,Atzmon M.; Haim N.; Yariv L.; Israelov O.; Maron H.; Lipman Y.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
514,Casting out demons: Sanitizing training data for anomaly sensors,Cretu G.F.; Stavrou A.; Locasto M.E.; Stolfo S.J.; Keromytis A.D.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
515,Minimally distorted Adversarial Examples with a Fast Adaptive Boundary Attack,Croce F.; Hein M.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
516,Towards Adversarial-Resilient Deep Neural Networks for False Data Injection Attack Detection in Power Grids,Li J.; Yang Y.; Sun J.S.; Tomsovic K.; Qi H.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
517,Private predictive analysis on encrypted medical data,Bos J.W.; Lauter K.; Naehrig M.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
518,Various approaches for driver and driving behavior monitoring: A review,Kang H.-B.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
519,SearchFromFree: Adversarial Measurements for Machine Learning-based Energy Theft Detection,Li J.; Yang Y.; Sun J.S.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
520,Targeted demand response for flexible energy communities using clustering techniques,Pelekis S.; Pipergias A.; Karakolis E.; Mouzakitis S.; Santori F.; Ghoreishi M.; Askounis D.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
521,Attacking vision-based perception in end-to-end autonomous driving models,Boloor A.; Garimella K.; He X.; Gill C.; Vorobeychik Y.; Zhang X.,24,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",,,,,
522,Sentence-BERT: Sentence embeddings using siamese BERT-networks,Reimers N.; Gurevych I.,33,Prompt Injection Detection in LLM Integrated Applications,,,,,
523,Wordcraft: Story Writing With Large Language Models,Yuan A.; Coenen A.; Reif E.; Ippolito D.,33,Prompt Injection Detection in LLM Integrated Applications,,,,,
524,Vector Search with OpenAI Embeddings: Lucene Is All You Need,Xian J.; Teofili T.; Pradeep R.; Lin J.,33,Prompt Injection Detection in LLM Integrated Applications,,,,,
525,"LLM for Test Script Generation and Migration: Challenges, Capabilities, and Opportunities",Yu S.; Fang C.; Ling Y.; Wu C.; Chen Z.,33,Prompt Injection Detection in LLM Integrated Applications,,,,,
526,From word to sense embeddings: A survey on vector representations of meaning,Camacho-Collados J.; Pilehvar M.T.,33,Prompt Injection Detection in LLM Integrated Applications,,,,,
527,Drive as You Speak: Enabling Human-Like Interaction with Large Language Models in Autonomous Vehicles,Cui C.; Ma Y.; Cao X.; Ye W.; Wang Z.,33,Prompt Injection Detection in LLM Integrated Applications,,,,,
528,Large Language Models for Code: Security Hardening and Adversarial Testing,He J.; Vechev M.,33,Prompt Injection Detection in LLM Integrated Applications,,,,,
529,Extracting training data from large language models,Carlini N.; Tramèr F.; Wallace E.; Jagielski M.; Herbert-Voss A.; Lee K.; Roberts A.; Brown T.; Song D.; Erlingsson Ú.; Oprea A.; Raffel C.,33,Prompt Injection Detection in LLM Integrated Applications,,,,,
530,BadPrompt: Backdoor Attacks on Continuous Prompts,Cai X.; Xu H.; Xu S.; Zhang Y.; Yuan X.,33,Prompt Injection Detection in LLM Integrated Applications,,,,,
531,BERT: Pre-training of deep bidirectional transformers for language understanding,Devlin J.; Chang M.-W.; Lee K.; Toutanova K.,33,Prompt Injection Detection in LLM Integrated Applications,,,,,
532,Approximate nearest neighbor algorithm based on navigable small world graphs,Malkov Y.; Ponomarenko A.; Logvinov A.; Krylov V.,33,Prompt Injection Detection in LLM Integrated Applications,,,,,
533,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,Abdelnabi S.; Greshake K.; Mishra S.; Endres C.; Holz T.; Fritz M.,33,Prompt Injection Detection in LLM Integrated Applications,,,,,
534,Jailbroken: How Does LLM Safety Training Fail?,Wei A.; Haghtalab N.; Steinhardt J.,33,Prompt Injection Detection in LLM Integrated Applications,,,,,
535,A Semi-Centralized Dynamic Key Management Framework for In-Vehicle Networks,Carvajal-Roca I.E.; Wang J.; Du J.; Wei S.,35,A semi-centralized key agreement protocol integrated multiple security communication techniques for LLM-based autonomous driving system,,,,,
536,Centralized architecture for ECU security management in connected and autonomous vehicles,Khemissa H.; Urien P.,35,A semi-centralized key agreement protocol integrated multiple security communication techniques for LLM-based autonomous driving system,,,,,
537,LEAP: A Lightweight Encryption and Authentication Protocol for In-Vehicle Communications,Lu Z.; Wang Q.; Chen X.; Qu G.; Lyu Y.; Liu Z.,35,A semi-centralized key agreement protocol integrated multiple security communication techniques for LLM-based autonomous driving system,,,,,
538,LOKI: A Lightweight Cryptographic Key Distribution Protocol for Controller Area Networks,Lenard T.; Bolboaca R.; Genge B.,35,A semi-centralized key agreement protocol integrated multiple security communication techniques for LLM-based autonomous driving system,,,,,
539,A Survey on Multimodal Large Language Models for Autonomous Driving,Cui C.; Ma Y.; Cao X.; Ye W.; Zhou Y.; Liang K.; Chen J.; Lu J.; Yang Z.; Liao K.-D.; Gao T.; Li E.; Tang K.; Cao Z.; Zhou T.; Liu A.; Yan X.; Mei S.; Cao J.; Wang Z.; Zheng C.,35,A semi-centralized key agreement protocol integrated multiple security communication techniques for LLM-based autonomous driving system,,,,,
540,LIGHT: Lightweight Authentication for Intra Embedded Integrated Electronic Systems,Li X.; He D.; Gao Y.; Liu X.; Chan S.; Pan M.; Choo K.-K.R.,35,A semi-centralized key agreement protocol integrated multiple security communication techniques for LLM-based autonomous driving system,,,,,
541,Session Key Distribution Made Practical for CAN and CAN-FD Message Authentication,Xiao Y.; Shi S.; Zhang N.; Lou W.; Hou Y.T.,35,A semi-centralized key agreement protocol integrated multiple security communication techniques for LLM-based autonomous driving system,,,,,
542,Drive as You Speak: Enabling Human-Like Interaction with Large Language Models in Autonomous Vehicles,Cui C.; Ma Y.; Cao X.; Ye W.; Wang Z.,35,A semi-centralized key agreement protocol integrated multiple security communication techniques for LLM-based autonomous driving system,,,,,
543,Efficient Physical Layer Key Agreement for FlexRay Networks,Murvay P.-S.; Groza B.,35,A semi-centralized key agreement protocol integrated multiple security communication techniques for LLM-based autonomous driving system,,,,,
544,MAuth-CAN: Masquerade-Attack-Proof Authentication for In-Vehicle Networks,Jo H.J.; Kim J.H.; Choi H.-Y.; Choi W.; Lee D.H.; Lee I.,35,A semi-centralized key agreement protocol integrated multiple security communication techniques for LLM-based autonomous driving system,,,,,
545,Fast and Efficient Group Key Exchange in Controller Area Networks (CAN),Musuroi A.; Groza B.; Popa L.; Murvay P.-S.,35,A semi-centralized key agreement protocol integrated multiple security communication techniques for LLM-based autonomous driving system,,,,,
546,A Secure Communication Method for CANBus,Park C.H.; Kim Y.; Jo J.-Y.,35,A semi-centralized key agreement protocol integrated multiple security communication techniques for LLM-based autonomous driving system,,,,,
