id,Title,Authors,id_original,Title_original,OBS,Validação Raphael,Justificativa Raphael,Obs Raphael,Validação Guilherme,Justificativa Guilherme,Obs Guilherme,Secundário,Decisão Final,Repetido
2624,MiniScope: A Least Privilege Framework for Authorizing Tool Calling Agents,"Zhu, Jinhao, Tseng, Kevin, Vernik, Gil, Huang, Xiao, Patil, Shishir G., Fang, Vivian, Popa, Raluca Ada",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"2629,3294,3295"
2625,Diversity Helps Jailbreak Large Language Models,"Weiliang Zhao, Daniel Ben-Levi, Wei Hao, Junfeng Yang, Chengzhi Mao",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2626,Attention Eclipse: Manipulating Attention to Bypass LLM Safety-Alignment,"Pedram Zaree, Md Abdullah Al Mamun, Quazi Mishkatul Alam, Yue Dong, Ihsen Alouani, Nael B. Abu-Ghazaleh",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2627,Jailbreak Attack with Multimodal Virtual Scenario Hypnosis for Vision-Language Models,"Xiayang Shi, Shangfeng Chen, Gang Zhang, Wei Wei, Yinlin Li, Zhaoxin Fan, Jingjing Liu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2628,Harnessing Response Consistency for Superior LLM Performance: The Promise and Peril of Answer-Augmented Prompting,"Hua Wu, Haotian Hong, Li Sun, Xiaojing Bai, Mengyang Pu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2629,MiniScope: A Least Privilege Framework for Authorizing Tool Calling Agents,"Zhu, Jinhao, Tseng, Kevin, Vernik, Gil, Huang, Xiao, Patil, Shishir G., Fang, Vivian, Popa, Raluca Ada",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"2624,3294,3295"
2630,Bias Beware: The Impact of Cognitive Biases on LLM-Driven Product Recommendations,"Giorgos Filandrianos, Angeliki Dimitriou, Maria Lymperaiou, Konstantinos Thomas, G. Stamou",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2637
2631,SecInfer: Preventing Prompt Injection via Inference-time Scaling,"Yupei Liu, Yanting Wang, Yuqi Jia, Jinyuan Jia, N. Gong",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3347
2632,TracLLM: A Generic Framework for Attributing Long Context LLMs,"Yanting Wang, Wei Zou, Runpeng Geng, Jinyuan Jia",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2633,A Modular Generative Honeypot Shell,"Saul Johnson, Remco Hassing, Jeroen Pijpker, Rob Loves",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2634,Invitation Is All You Need! Promptware Attacks Against LLM-Powered Assistants in Production Are Practical and Dangerous,"Ben Nassi, Stav Cohen, Or Yair",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2635,Using LLMs to Enhance Democracy,"Seth Lazar, Lorenzo Manuali",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2636,Can LLMs advance democratic values?,"Seth Lazar, Lorenzo Manuali",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2637,"Bias Beware: The Impact of Cognitive Biases on LLM-Driven Product
 Recommendations","Giorgos Filandrianos, Angeliki Dimitriou, Maria Lymperaiou, Îonstantinos Thomas, Giorgos Stamou",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2630
2638,Steering veridical large language model analyses by correcting and enriching generated database queries: first steps toward ChatGPT bioinformatics,Olivier Cinquin,162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2639,A Methodology for Risk Management of Generative AI based Systems,"R. H. Filho, Daniel Colares",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2640,Safeguard-by-Development: A Privacy-Enhanced Development Paradigm for Multi-Agent Collaboration Systems,"Jian Cui, Zichuan Li, Luyi Xing, Xiaojing Liao",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2641,Protection of LLM Environment Using Prompt Security,"Minjae Kim, Taehyeong Kwon, Kibeom Shim, Beonghoon Kim",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2642,Federated Domain-Specific Knowledge Transfer on Large Language Models Using Synthetic Data,"Haoran Li, Xinyuan Zhao, Dadi Guo, Hanlin Gu, Ziqian Zeng, Yuxing Han, Yangqiu Song, Lixin Fan, Qiang Yang",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2644
2643,Breaking and Fixing Defenses Against Control-Flow Hijacking in Multi-Agent Systems,"Rishi Jha, Harold Triedman, Justin Wagle, Vitaly Shmatikov",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"3268,3281"
2644,Federated Domain-Specific Knowledge Transfer on Large Language Models Using Synthetic Data,"Haoran Li, Xinyuan Zhao, Dadi Guo, Hanlin Gu, Ziqian Zeng, Yuxing Han, Yangqiu Song, Lixin Fan, Qiang Yang",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2642
2645,Malicious Agent Skills in the Wild: A Large-Scale Security Empirical Study,"Yi Liu, Zhihao Chen, Yanjun Zhang, Gelei Deng, Yuekang Li, Jianting Ning, Leo Yu Zhang",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2646,Exploring Potential Prompt Injection Attacks in Federated Military LLMs and Their Mitigation,"Youngjoon Lee, Taehyun Park, Yunho Lee, J. Gong, Joonhyuk Kang",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"2658,2691"
2647,Adversarial Attacks on Tables with Entity Swap,"A. Koleva, Martin Ringsquandl, Volker Tresp",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2649
2648,Towards Generative Search and Recommendation: A keynote at RecSys 2023,Tat-seng Chua,162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2649,Adversarial Attacks on Tables with Entity Swap,"A. Koleva, Martin Ringsquandl, Volker Tresp",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2647
2650,A Survey on Privacy Attacks Against Digital Twin Systems in AI-Robotics,"IvÃ¡n FernÃ¡ndez, Subash Neupane, Tandra R. Chakraborty, Shaswata Mitra, Sudip Mittal, Nisha Pillai, Jingdao Chen, Shahram Rahimi",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2660
2651,Forensic Analysis of Artifacts from Microsoft's Multi-Agent LLM Platform AutoGen,"Clinton Walker, Taha Gharaibeh, Ruba Alsmadi, C. R. Hall, Ibrahim Baggili",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2652,F2A: An Innovative Approach for Prompt Injection by Utilizing Feign Security Detection Agents,Yupeng Ren,162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1794,1848,2653"
2653,"F2A: An Innovative Approach for Prompt Injection by Utilizing Feign
 Security Detection Agents",Yulong Ren,162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1794,1848,2652"
2654,"A Survey on Adversarial Machine Learning for Code Data: Realistic Threats, Countermeasures, and Interpretations","Yulong Yang, Haoran Fan, Chenhao Lin, Qian Li, Zhengyu Zhao, Chao Shen, Xiaohong Guan",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2655
2655,"A Survey on Adversarial Machine Learning for Code Data: Realistic Threats, Countermeasures, and Interpretations","Yulong Yang, Haoran Fan, Chenhao Lin, Qian Li, Zhengyu Zhao, Chao Shen, Xiaohong Guan",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2654
2656,"Dynamics of Adversarial Attacks on Large Language Model-Based Search
 Engines",Xiaobo Hu,162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2657
2657,Dynamics of Adversarial Attacks on Large Language Model-Based Search Engines,Xiyang Hu,162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2656
2658,"Exploring Potential Prompt Injection Attacks in Federated Military LLMs
 and Their Mitigation","Youngjoon Lee, Taehyun Park, Yoonho Lee, Jian Gong, Joonhyuk Kang",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"2646,2691"
2659,Harmful Terms and Where to Find Them: Measuring and Modeling Unfavorable Financial Terms and Conditions in Shopping Websites at Scale,"Elisa Tsai, Neal Mangaokar, Boyuan Zheng, Haizhong Zheng, Atul Prakash",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2660,A Survey on Privacy Attacks Against Digital Twin Systems in AI-Robotics,"Ivan A. Fernandez, Subash Neupane, Trisha Chakraborty, Shaswata Mitra, Sudip Mittal, Nisha Pillai, Jingdao Chen, Shahram Rahimi",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2650
2661,Comprehensive Analysis of Machine Learning and Deep Learning models on Prompt Injection Classification using Natural Language Processing techniques,"Bharat A. Jain, Prashant Ashok Pawar, Dhruv Gada, Tanish Patwa, Pratik Kanani, Deepali Patil, Lakshmi Kurup",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2662,The Next Frontier of LLM Applications: Open Ecosystems and Hardware Synergy,"Xinyi Hou, Yanjie Zhao, Haoyu Wang",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1469,1733"
2663,Les Dissonances: Cross-Tool Harvesting and Polluting in Multi-Tool Empowered LLM Agents,"Zichuan Li, Jian Cui, Xiaojing Liao, Luyi Xing",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2664,Towards Evidence-Based Tech Hiring Pipelines,"Chris Brown, Swanand Vaishampayan",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2665,Breaking the Prompt Wall (I): A Real-World Case Study of Attacking ChatGPT via Lightweight Prompt Injection,"Xiangyu Chang, Guang Dai, Hao Di, Haishan Ye",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2666,Web IP at Risk: Prevent Unauthorized Real-Time Retrieval by Large Language Models,"Yisheng Zhong, Yizhu Wen, Junfeng Guo, Mehran Kafai, Heng Huang, Hanqing Guo, Zhuangdi Zhu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2667,Normative conflicts and shallow AI alignment,RaphaÃ«l MilliÃ¨re,162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2668,Stronger Enforcement of Instruction Hierarchy via Augmented Intermediate Representations,"Sanjay Kariyappa, G. E. Suh",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3340
2669,Spa-VLM: Stealthy Poisoning Attacks on RAG-based VLM,"Lei Yu, Yechao Zhang, Ziqi Zhou, Yang Wu, Wei Wan, Minghui Li, Shengshan Hu, Xiaobing Pei, Jing Wang",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2670,Misalignment or misuse? The AGI alignment tradeoff,"Max Hellrigel-Holderbaum, Leonard Dung",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2671,Web Intellectual Property at Risk: Preventing Unauthorized Real-Time Retrieval by Large Language Models,"Yisheng Zhong, Yizhu Wen, Junfeng Guo, Mehran Kafai, Heng Huang, Hanqing Guo, Zhuangdi Zhu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2672,Context manipulation attacks : Web agents are susceptible to corrupted memory,"Atharv Singh Patlan, Ashwin Hebbar, P. Viswanath, Prateek Mittal",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2673,STACK: Adversarial Attacks on LLM Safeguard Pipelines,"Ian R. McKenzie, Oskar Hollinsworth, Tom Tseng, Xander Davies, Stephen Casper, Aaron D. Tucker, Robert Kirk, A. Gleave",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2674,Rote Learning Considered Useful: Generalizing over Memorized Data in LLMs,"Qinyuan Wu, Soumi Das, Mahsa Amani, Bishwamittra Ghosh, Mohammad Aflah Khan, Krishna P. Gummadi, M. B. Zafar",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2675,The Aegis Protocol: A Foundational Security Framework for Autonomous AI Agents,"Sai Teja Reddy Adapala, Yashwanth Reddy Alugubelly",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2676,SoK: Security and Privacy of AI Agents for Blockchain,"NicolÃ² Romandini, Carlo Mazzocca, Kai Otsuki, Rebecca Montanari",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2687
2677,A Multi-Agent LLM Defense Pipeline Against Prompt Injection Attacks,"S. M. A. Hossain, Ruksat Khan Shayoni, Mohd Ruhul Ameen, Akif Islam, M. Mridha, Jungpil Shin",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2678,Preventing Another Tessa: Modular Safety Middleware For Health-Adjacent AI Assistants,"Pavan Reddy, Nithin Reddy",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2679,Evaluating the Robustness of Retrieval-Augmented Generation to Adversarial Evidence in the Health Domain,"Shakiba Amirshahi, Amin Bigdeli, Charles L. A. Clarke, Amira Ghenai",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3317
2680,CommandSans: Securing AI Agents with Surgical Precision Prompt Sanitization,"Debeshee Das, Luca Beurer-Kellner, Marc Fischer, Maximilian Baader",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1464,3302"
2681,Toward Understanding Security Issues in the Model Context Protocol Ecosystem,"Xiaofan Li, Xing Gao",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1445,1765,1828"
2682,ReliabilityRAG: Effective and Provably Robust Defense for RAG-based Web-Search,"Zeyu Shen, Basileal Imana, Tong Wu, Chong Xiang, Prateek Mittal, A. Korolova",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2683,"Formalizing the Safety, Security, and Functional Properties of Agentic AI Systems","Edoardo Allegrini, Ananth Shreekumar, Z. B. Celik",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2684,Guarding the Guardrails: A Taxonomy-Driven Approach to Jailbreak Detection,"Olga Sorokoletova, Francesco Giarrusso, Vincenzo Suriani, Daniele Nardi",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2685,LLM Applications: Current Paradigms and the Next Frontier,"Xinyi Hou, Yanjie Zhao, Haoyu Wang",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1611,1784"
2686,Security concerns for Large Language Models: A survey,"Miles Q. Li, Benjamin C. M. Fung",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2235
2687,SoK: Security and Privacy of AI Agents for Blockchain,"NicolÃ² Romandini, Carlo Mazzocca, Kai Otsuki, Rebecca Montanari",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2676
2688,Systems Security Foundations for Agentic Computing,"Mihai Christodorescu, Earlence Fernandes, Ashish Hooda, Somesh Jha, Johann Rehberger, Khawaja Shams",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1577,3350"
2689,Defense Against Indirect Prompt Injection via Tool Result Parsing,"Qiang Yu, Xinran Cheng, Chuanyi Liu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"2690,3467,3475"
2690,Defense Against Indirect Prompt Injection via Tool Result Parsing,"Qiang Yu, Xinran Cheng, Chuanyi Liu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"2689,3467,3475"
2691,Exploring Potential Prompt Injection Attacks in Federated Military LLMs and Their Mitigation,"Youngjoon Lee, Taehyun Park, Yunho Lee, Jinu Gong, Joonhyuk Kang",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"2646,2658"
2692,Enhancing LLM Agent Safety via Causal Influence Prompting,"Dongyoon Hahm, Woogyeol Jin, June Suk Choi, Sungsoo Ahn, Kimin Lee",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2723
2693,Improving LLM Agents with Reinforcement Learning on Cryptographic CTF Challenges,"Lajos Muzsai, David Imolai, Andr'as Luk'acs",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2694,Sounds Vishy: Automating Vishing Attacks with AI-Powered Systems,"JÃºlia Borges Figueiredo, Afonso Carvalho, Daniel Castro, Daniel GonÃ§alves, Nuno Santos",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2695,Black-box Optimization of LLM Outputs by Asking for Directions,"Jie Zhang, Meng Ding, Yang Liu, Jue Hong, Florian TramÃ¨r",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2696,Hybrid Real-time Framework for Detecting Adaptive Prompt Injection Attacks in Large Language Models,"Chandra Prakash, Mary Lind, Elyson De La Cruz",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2697,On the Ethical Considerations of Generative Agents,"N'yoma Diamond, Soumya Banerjee",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2698,Reasoning-Style Poisoning of LLM Agents via Stealthy Style Transfer: Process-Level Attacks and Runtime Monitoring in RSV Space,"Xingfu Zhou, Pengfei Wang",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2699,When LLMs Copy to Think: Uncovering Copy-Guided Attacks in Reasoning LLMs,"Yue Li, Xiao Li, Hao Wu, Yue Zhang, Fengyuan Xu, Xiuzhen Cheng, Sheng Zhong",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1655,1657,2711"
2700,PRM-Free Security Alignment of Large Models via Red Teaming and Adversarial Training,Pengfei Du,162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2701,Adversarial Reinforcement Learning for Large Language Model Agent Safety,"Zizhao Wang, Dingcheng Li, Vaishakh Keshava, Phillip Wallis, Ananth Balashankar, Peter Stone, Lukas Rutishauser",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2702,ThreMoLIA: Threat Modeling of Large Language Model-Integrated Applications,"Felix Viktor Jedrzejewski, Davide Fucci, Oleksandr Adamov",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1684,1709,2727"
2703,Separator Injection Attack: Uncovering Dialogue Biases in Large Language Models Caused by Role Separators,"Xitao Li, Haijun Wang, Jiang Wu, Ting Liu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2704,Steward: Natural Language Web Automation,"Brian Tang, Kang G. Shin",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2705,Intrusion Detection System with Machine Learning and Multiple Datasets,"Haiyan Xuan, Mohith Manohar",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2706,SoK: Trust-Authorization Mismatch in LLM Agent Interactions,"Shi, Guanquan, Du, Haohua, Wang, Zhiqiang, Liang, Xiaoyu, Liu, Weiwenpei, Bian, Song, Guan, Zhenyu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1815,3417"
2707,Agent2Agent Threats in Safety-Critical LLM Assistants: A Human-Centric Taxonomy,"Lukas Stappen, Ahmet Erkan Turan, Johann Hagerer, Georg Groh",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2712
2708,Donkii: Can Annotation Error Detection Methods Find Errors in Instruction-Tuning Datasets?,"Leon Weber-Genzel, Robert Litschko, E. Artemova, Barbara Plank",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2709,"Indirect Prompt Injections: Are Firewalls All You Need, or Stronger Benchmarks?","Rishika Bhagwatkar, Kevin Kasa, Abhay Puri, Gabriel Huang, Irina Rish, Graham W. Taylor, K. Dvijotham, Alexandre Lacoste",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1504,3359"
2710,Can LLMs deeply detect complex malicious queries? A framework for jailbreaking via obfuscating intent,"Shang Shang, Xinqiang Zhao, Zhongjiang Yao, Yepeng Yao, Liya Su, Zijing Fan, Xiaodan Zhang, Zhengwei Jiang",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2390
2711,When LLMs Copy to Think: Uncovering Copy-Guided Attacks in Reasoning LLMs,"Yue Li, Xiao Li, Hao Wu, Yue Zhang, Fengyuan Xu, Xiuzhen Cheng, Sheng Zhong",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1655,1657,2699"
2712,Agent2Agent Threats in Safety-Critical LLM Assistants: A Human-Centric Taxonomy,"Lukas Stappen, Ahmet Erkan Turan, Johann Hagerer, Georg Groh",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2707
2713,Vulnerability of Large Language Models to Prompt Injection When Providing Medical Advice,"Ro Woon Lee, Tae Joon Jun, Jeong-Moo Lee, Soo Ick Cho, Hyungjun Park, Jungyo Suh",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3458
2714,Adversarial Bug Reports as a Security Risk in Language Model-Based Automated Program Repair,"Piotr Przymus, Andreas Happe, Jurgen Cito Nicolaus Copernicus University, Toru'n, Poland, Tu Vienna, Austria",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2743
2715,SecReEvalBench: A Multi-turned Security Resilience Evaluation Benchmark for Large Language Models,"Hui-Ying Cui, Wei Liu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,1555
2716,ConfusedPilot: Compromising Enterprise Information Integrity and Confidentiality with Copilot for Microsoft 365,"Ayush RoyChowdhury, Mulong Luo, Prateek Sahu, Sarbartha Banerjee, Mohit Tiwari",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2717,ConVerse: Benchmarking Contextual Safety in Agent-to-Agent Conversations,"Amr Gomaa, Ahmed Salem, Sahar Abdelnabi",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2718,Prompt Injection in Large Language Model Exploitation: A Security Perspective,"June Joseph, Esther Daniel, V. Kathiresan, M. P.",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1437,3375"
2719,Does More Inference-Time Compute Really Help Robustness?,"Tong Wu, Chong Xiang, Jiachen T. Wang, Weichen Yu, Chawin Sitawarin, Vikash Sehwag, Prateek Mittal",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2720,Control Tax: The Price of Keeping AI in Check,"Mikhail Terekhov, Zhen Ning David Liu, Caglar Gulcehre, Samuel Albanie",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2721,Information Leakage of Sentence Embeddings via Generative Embedding Inversion Attacks,"Antonios Tragoudaras, Theofanis Aslanidis, Emmanouil Georgios Lionis, M. GonzÃ¡lez, Panagiotis Eustratiadis",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2729
2722,Generative AI for Internet of Things Security: Challenges and Opportunities,"Y. Aung, Ivan Christian, Ye Dong, Xiaodong Ye, Sudipta Chattopadhyay, Jianying Zhou",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2733
2723,Enhancing LLM Agent Safety via Causal Influence Prompting,"Dongyoon Hahm, Woogyeol Jin, June Suk Choi, Sungsoo Ahn, Kimin Lee",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2692
2724,The Resurgence of GCG Adversarial Attacks on Large Language Models,"Yuting Tan, Xuying Li, Zhuo Li, Huizhen Shu, Peikang Hu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
